일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2022/10/26","139000","-700","-0.50","140000","143000","138200","33589","4710692300","2118689430000","15242370"
"2022/10/25","139700","-300","-0.21","140000","141200","138300","31777","4456463100","2129359089000","15242370"
"2022/10/24","140000","4900","3.63","136400","141100","136200","41807","5849318900","2133931800000","15242370"
"2022/10/21","135100","2100","1.58","131700","135400","131700","18346","2455256000","2059244187000","15242370"
"2022/10/20","133000","-2800","-2.06","135100","136100","131300","64574","8606886160","2027235210000","15242370"
"2022/10/19","135800","-3900","-2.79","138300","140000","135800","63855","8774786187","2069913846000","15242370"
"2022/10/18","139700","-200","-0.14","142200","142400","138900","51159","7176820000","2129359089000","15242370"
"2022/10/17","139900","-3500","-2.44","141200","141200","137800","25885","3611887400","2132407563000","15242370"
"2022/10/14","143400","5900","4.29","141000","143800","138200","60373","8553160000","2185755858000","15242370"
"2022/10/13","137500","-1500","-1.08","138900","139100","136700","29989","4129720500","2095825875000","15242370"
"2022/10/12","139000","1300","0.94","137100","140800","135300","42864","5882569500","2118689430000","15242370"
"2022/10/11","137700","-3400","-2.41","138300","139600","134500","57120","7892049300","2098874349000","15242370"
"2022/10/07","141100","600","0.43","139100","146100","139000","74797","10637077800","2150698407000","15242370"
"2022/10/06","140500","9200","7.01","131300","142500","131300","60789","8348611900","2141552985000","15242370"
"2022/10/05","131300","-3000","-2.23","138100","138100","131200","38396","5107824900","2001323181000","15242370"
"2022/10/04","134300","9800","7.87","127900","134400","127600","47308","6234683300","2047050291000","15242370"
"2022/09/30","124500","1400","1.14","122000","125200","121700","30365","3751409900","1897675065000","15242370"
"2022/09/29","123100","-700","-0.57","127700","127700","122500","25681","3206195800","1876335747000","15242370"
"2022/09/28","123800","100","0.08","121700","127500","121700","50662","6309191300","1887005406000","15242370"
"2022/09/27","123700","1700","1.39","118900","123900","118900","60829","7397942400","1885481169000","15242370"
"2022/09/26","122000","-6100","-4.76","125300","127600","121900","61718","7638542500","1859569140000","15242370"
"2022/09/23","128100","-2900","-2.21","131700","131700","127200","26369","3386466800","1952547597000","15242370"
"2022/09/22","131000","-1300","-0.98","130000","132200","129100","22901","2985923400","1996750470000","15242370"
"2022/09/21","132300","0","0.00","130700","133300","130700","25362","3351055800","2016565551000","15242370"
"2022/09/20","132300","-5700","-4.13","138000","138100","131500","51122","6855548700","2016565551000","15242370"
"2022/09/19","138000","700","0.51","137200","138200","135200","48602","6666726457","2103447060000","15242370"
"2022/09/16","137300","-1600","-1.15","138900","139000","137300","47385","6533698797","2092777401000","15242370"
"2022/09/15","138900","-100","-0.07","140500","141200","138800","29563","4124010400","2117165193000","15242370"
"2022/09/14","139000","-3100","-2.18","137000","139900","137000","33260","4601375300","2118689430000","15242370"
"2022/09/13","142100","5100","3.72","139700","143300","138700","47253","6690489470","2165940777000","15242370"
"2022/09/08","137000","-1700","-1.23","139900","141100","136600","89131","12267444600","2088204690000","15242370"
"2022/09/07","138700","-4600","-3.21","143000","143000","138700","53315","7457405500","2114116719000","15242370"
"2022/09/06","143300","-1100","-0.76","144900","145900","141700","44688","6397048400","2184231621000","15242370"
"2022/09/05","144400","-900","-0.62","146000","146100","143200","43804","6323384000","2200998228000","15242370"
"2022/09/02","145300","2700","1.89","144300","145400","141800","54610","7860350600","2214716361000","15242370"
"2022/09/01","142600","-1000","-0.70","141600","144400","140300","38323","5452199500","2173561962000","15242370"
"2022/08/31","143600","700","0.49","141800","145000","140700","47023","6732075717","2188804332000","15242370"
"2022/08/30","142900","500","0.35","141500","145000","141500","38144","5483716700","2178134673000","15242370"
"2022/08/29","142400","-1200","-0.84","139000","143000","138400","65682","9286150800","2170513488000","15242370"
"2022/08/26","143600","1200","0.84","144900","145400","142500","57650","8307751300","2188804332000","15242370"
"2022/08/25","142400","5900","4.32","137400","142500","135000","52016","7329566000","2170513488000","15242370"
"2022/08/24","136500","-300","-0.22","138000","139000","134900","59058","8012676700","2080583505000","15242370"
"2022/08/23","136800","-2000","-1.44","137500","138400","135300","35295","4846053100","2085156216000","15242370"
"2022/08/22","138800","-4200","-2.94","142800","142800","137800","61532","8571856500","2115640956000","15242370"
"2022/08/19","143000","-1000","-0.69","144600","145200","141500","55003","7883846700","2179658910000","15242370"
"2022/08/18","144000","3800","2.71","140400","145000","139500","66419","9500346200","2194901280000","15242370"
"2022/08/17","140200","-1000","-0.71","141300","145000","140000","64398","9155286800","2136980274000","15242370"
"2022/08/16","141200","7700","5.77","135000","142500","134800","109061","15253238100","2152222644000","15242370"
"2022/08/12","133500","1600","1.21","131200","134600","131200","42189","5626271200","2034856395000","15242370"
"2022/08/11","131900","5300","4.19","129000","133300","128900","67175","8842068600","2010468603000","15242370"
"2022/08/10","126600","-4800","-3.65","129500","130800","126400","55951","7169058100","1929684042000","15242370"
"2022/08/09","131400","-1100","-0.83","131300","133500","129800","35628","4655984500","2002847418000","15242370"
"2022/08/08","132500","-600","-0.45","132000","133300","128400","55639","7308352100","2019614025000","15242370"
"2022/08/05","133100","-400","-0.30","133100","134900","132100","28062","3749798200","2028759447000","15242370"
"2022/08/04","133500","1300","0.98","133100","133600","131400","43495","5773014900","2034856395000","15242370"
"2022/08/03","132200","1100","0.84","131900","133800","131300","60389","7986101600","2015041314000","15242370"
"2022/08/02","131100","-1200","-0.91","132000","132900","130800","29400","3865061700","1998274707000","15242370"
"2022/08/01","132300","700","0.53","131700","134100","130500","39221","5188422364","2016565551000","15242370"
"2022/07/29","131600","-900","-0.68","133900","135800","131300","47477","6320631700","2005895892000","15242370"
"2022/07/28","132500","1300","0.99","132300","134700","131800","25411","3379564800","2019614025000","15242370"
"2022/07/27","131200","-1100","-0.83","131400","132300","129100","56050","7311169400","1999798944000","15242370"
"2022/07/26","132300","-100","-0.08","130800","132500","130100","27691","3634911000","2016565551000","15242370"
"2022/07/25","132400","-900","-0.68","132000","133200","130500","39152","5172330700","2018089788000","15242370"
"2022/07/22","133300","-700","-0.52","134000","136000","132700","33154","4451373100","2031807921000","15242370"
"2022/07/21","134000","200","0.15","133800","134400","132000","30673","4087074500","2042477580000","15242370"
"2022/07/20","133800","3600","2.76","134000","136400","132600","65299","8772951200","2039429106000","15242370"
"2022/07/19","130200","-2600","-1.96","131300","131500","129500","39511","5137117800","1984556574000","15242370"
"2022/07/18","132800","3200","2.47","132000","134800","131600","70372","9397054100","2024186736000","15242370"
"2022/07/15","129600","4000","3.18","128400","130200","125400","46518","5965669100","1975411152000","15242370"
"2022/07/14","125600","-1200","-0.95","126000","127700","123700","32081","4036110600","1914441672000","15242370"
"2022/07/13","126800","2500","2.01","124300","128000","124000","28968","3665576600","1932732516000","15242370"
"2022/07/12","124300","-5300","-4.09","128700","129400","124300","49888","6267918000","1894626591000","15242370"
"2022/07/11","129600","-4600","-3.43","133300","134000","129600","41396","5442418200","1975411152000","15242370"
"2022/07/08","134200","3300","2.52","134600","137300","133100","72576","9836915800","2045526054000","15242370"
"2022/07/07","130900","3400","2.67","128800","133200","128100","34403","4521579500","1995226233000","15242370"
"2022/07/06","127500","-3400","-2.60","129600","131700","127100","47306","6117017000","1943402175000","15242370"
"2022/07/05","130900","4900","3.89","127000","131800","126300","26308","3421958800","1995226233000","15242370"
"2022/07/04","126000","-5000","-3.82","129900","131800","125200","37944","4825264300","1920538620000","15242370"
"2022/07/01","131000","1000","0.77","131800","133500","130300","59000","7763150600","1996750470000","15242370"
"2022/06/30","130000","-1000","-0.76","129900","131600","128900","47607","6191112900","1981508100000","15242370"
"2022/06/29","131000","0","0.00","132600","135400","130400","47713","6294157400","1996750470000","15242370"
"2022/06/28","131000","-2700","-2.02","134000","134000","130700","34507","4544281500","1996750470000","15242370"
"2022/06/27","133700","1400","1.06","132200","136000","129900","42634","5687962200","2037904869000","15242370"
"2022/06/24","132300","2200","1.69","131300","134400","131300","48417","6427612700","2016565551000","15242370"
"2022/06/23","130100","-900","-0.69","131000","135500","130100","70732","9373276400","1983032337000","15242370"
"2022/06/22","131000","-2200","-1.65","134900","134900","128500","49669","6489710100","1996750470000","15242370"
"2022/06/21","133200","-800","-0.60","134900","135000","130300","39645","5260293700","2030283684000","15242370"
"2022/06/20","134000","-1000","-0.74","135000","136200","132400","41856","5624837600","2042477580000","15242370"
"2022/06/17","135000","-900","-0.66","130600","135800","130600","47993","6438351500","2057719950000","15242370"
"2022/06/16","135900","2200","1.65","135600","139400","134000","96019","13123022600","2071438083000","15242370"
"2022/06/15","133700","-1900","-1.40","135100","136400","132300","61659","8248179900","2037904869000","15242370"
"2022/06/14","135600","-2800","-2.02","134500","138300","134500","96552","13108920300","2066865372000","15242370"
"2022/06/13","138400","-7000","-4.81","141000","142000","135300","51907","7259912300","2109544008000","15242370"
"2022/06/10","145400","-1600","-1.09","144200","146800","144100","31810","4621282400","2216240598000","15242370"
"2022/06/09","147000","-200","-0.14","147200","147900","144600","102282","14950566585","2240628390000","15242370"
"2022/06/08","147200","-1300","-0.88","148500","150700","145700","64955","9594711358","2243676864000","15242370"
"2022/06/07","148500","-7000","-4.50","155500","155600","148100","119352","17867727100","2263491945000","15242370"
"2022/06/03","155500","-3200","-2.02","158100","159900","154800","59079","9261079000","2370188535000","15242370"
"2022/06/02","158700","2200","1.41","155100","159200","155100","142271","22441724300","2418964119000","15242370"
"2022/05/31","156500","-1600","-1.01","158200","158600","154200","122241","19068520400","2385430905000","15242370"
"2022/05/30","158100","800","0.51","157700","159100","157300","67670","10707413358","2409818697000","15242370"
"2022/05/27","157300","-3700","-2.30","162200","163500","155400","136247","21531567100","2397624801000","15242370"
"2022/05/26","161000","-7000","-4.17","165800","167200","161000","89337","14575798600","2454021570000","15242370"
"2022/05/25","168000","5200","3.19","162900","168500","161000","122611","20360461900","2560718160000","15242370"
"2022/05/24","162800","-6200","-3.67","169000","169500","162500","71899","11826247100","2481457836000","15242370"
"2022/05/23","169000","-400","-0.24","169000","170900","167500","29322","4953629800","2575960530000","15242370"
"2022/05/20","169400","1400","0.83","168100","170000","167000","44435","7490772900","2582057478000","15242370"
"2022/05/19","168000","-2000","-1.18","164800","169300","164000","47821","8022442000","2560718160000","15242370"
"2022/05/18","170000","-1400","-0.82","171600","174300","168800","56423","9630303200","2591202900000","15242370"
"2022/05/17","171400","-200","-0.12","173000","173000","170600","52094","8947601044","2612542218000","15242370"
"2022/05/16","171600","-200","-0.12","173000","174900","170300","30998","5334096900","2615590692000","15242370"
"2022/05/13","171800","3800","2.26","168600","173100","168600","82104","14099455592","2618639166000","15242370"
"2022/05/12","168000","-6000","-3.45","168300","171300","167200","54914","9297466200","2560718160000","15242370"
"2022/05/11","174000","8100","4.88","165900","174900","163600","109008","18746845600","2652172380000","15242370"
"2022/05/10","165900","-2400","-1.43","165200","167700","159200","127375","20771942000","2528709183000","15242370"
"2022/05/09","168300","-3000","-1.75","169800","171600","167600","43673","7381007600","2565290871000","15242370"
"2022/05/06","171300","-5000","-2.84","174200","174900","171100","57310","9873127700","2611017981000","15242370"
"2022/05/04","176300","-2700","-1.51","179000","179500","176200","18708","3313521500","2687229831000","15242370"
"2022/05/03","179000","4400","2.52","175100","180000","175000","52843","9426522200","2728384230000","15242370"
"2022/05/02","174600","-2500","-1.41","173500","176200","173500","32135","5609536200","2661317802000","15242370"
"2022/04/29","177100","3600","2.07","174000","177100","172700","45191","7898798400","2699423727000","15242370"
"2022/04/28","173500","-3800","-2.14","178000","178500","172800","55390","9667256600","2644551195000","15242370"
"2022/04/27","177300","-4600","-2.53","176600","179700","176600","49004","8723536600","2702472201000","15242370"
"2022/04/26","181900","3600","2.02","178400","182500","176500","52077","9368084600","2772587103000","15242370"
"2022/04/25","178300","-3100","-1.71","181000","182200","178200","44554","8010635900","2717714571000","15242370"
"2022/04/22","181400","-1700","-0.93","180400","184000","180300","54561","9918979350","2764965918000","15242370"
"2022/04/21","183100","2600","1.44","181000","184500","180300","40148","7339406400","2790877947000","15242370"
"2022/04/20","180500","-4000","-2.17","183500","183500","180300","31496","5713685000","2751247785000","15242370"
"2022/04/19","184500","4600","2.56","180800","185000","180600","57674","10573979400","2812217265000","15242370"
"2022/04/18","179900","3200","1.81","174800","180100","174200","31502","5605044500","2742102363000","15242370"
"2022/04/15","176700","-1900","-1.06","175500","178500","174600","39170","6887500400","2693326779000","15242370"
"2022/04/14","178600","1100","0.62","177600","180500","176100","30634","5475314600","2722287282000","15242370"
"2022/04/13","177500","1700","0.97","176600","177500","174600","25870","4558602700","2705520675000","15242370"
"2022/04/12","175800","1900","1.09","172100","177000","171800","34381","6004642500","2679608646000","15242370"
"2022/04/11","173900","-1600","-0.91","175600","175800","172300","23177","4034956900","2650648143000","15242370"
"2022/04/08","175500","900","0.52","176400","177300","174400","77198","13574490300","2675035935000","15242370"
"2022/04/07","174600","-100","-0.06","172500","175600","170000","67073","11619567900","2661317802000","15242370"
"2022/04/06","174700","-5500","-3.05","177500","179900","174600","60439","10608951900","2662842039000","15242370"
"2022/04/05","180200","1200","0.67","179900","180800","178100","29388","5264198600","2746675074000","15242370"
"2022/04/04","179000","-1100","-0.61","178300","180100","177500","35687","6362893300","2728384230000","15242370"
"2022/04/01","180100","-4400","-2.38","184000","184100","180100","38848","7040615174","2745150837000","15242370"
"2022/03/31","184500","600","0.33","183500","185600","182800","31382","5779264478","2812217265000","15242370"
"2022/03/30","183900","700","0.38","185200","185300","182500","21011","3858336698","2803071843000","15242370"
"2022/03/29","183200","1100","0.60","183000","183800","181900","18870","3451291200","2792402184000","15242370"
"2022/03/28","182100","-3400","-1.83","184600","185400","181500","27399","5015727700","2775635577000","15242370"
"2022/03/25","185500","0","0.00","186400","187800","184100","25594","4742968600","2827459635000","15242370"
"2022/03/24","185500","-1100","-0.59","185100","186600","183700","27160","5028978600","2827459635000","15242370"
"2022/03/23","186600","-100","-0.05","188500","188500","186100","15728","2935821300","2844226242000","15242370"
"2022/03/22","186700","200","0.11","186500","187800","185100","13473","2514496000","2845750479000","15242370"
"2022/03/21","186500","-1900","-1.01","186900","189300","185900","28443","5318709500","2842702005000","15242370"
"2022/03/18","188400","1100","0.59","187300","188700","184200","41269","7674961800","2871662508000","15242370"
"2022/03/17","187300","-2300","-1.21","190100","193000","186400","49358","9319027300","2854895901000","15242370"
"2022/03/16","189600","12900","7.30","181000","189800","180200","53009","9848320800","2889953352000","15242370"
"2022/03/15","176700","-4200","-2.32","178400","180700","175600","47642","8473890200","2693326779000","15242370"
"2022/03/14","180900","-6500","-3.47","185600","188400","180400","45067","8225363800","2757344733000","15242370"
"2022/03/11","187400","4500","2.46","184800","189300","182600","51717","9673589600","2856420138000","15242370"
"2022/03/10","182900","3300","1.84","182000","183500","178700","94366","17127045248","2787829473000","15242370"
"2022/03/08","179600","-200","-0.11","177000","184500","176100","82850","15055240364","2737529652000","15242370"
"2022/03/07","179800","0","0.00","178100","182200","176000","45176","8131499700","2740578126000","15242370"
"2022/03/04","179800","-1700","-0.94","182500","182500","177700","39754","7148444100","2740578126000","15242370"
"2022/03/03","181500","-700","-0.38","183100","183700","179400","26057","4707900700","2766490155000","15242370"
"2022/03/02","182200","2100","1.17","181700","184600","180100","42040","7665159300","2777159814000","15242370"
"2022/02/28","180100","-1400","-0.77","180000","181100","173000","66094","11681700200","2745150837000","15242370"
"2022/02/25","181500","5600","3.18","179100","181600","176200","42668","7700641600","2766490155000","15242370"
"2022/02/24","175900","1500","0.86","173400","176600","171300","42744","7424560500","2681132883000","15242370"
"2022/02/23","174400","-100","-0.06","175000","176200","173200","43181","7526669400","2658269328000","15242370"
"2022/02/22","174500","-2600","-1.47","173000","175300","173000","37232","6481776400","2659793565000","15242370"
"2022/02/21","177100","-3700","-2.05","177500","179500","175600","21154","3738556200","2699423727000","15242370"
"2022/02/18","180800","1000","0.56","177000","180800","176400","27239","4865700900","2755820496000","15242370"
"2022/02/17","179800","-2800","-1.53","181100","183400","179000","45858","8291414400","2740578126000","15242370"
"2022/02/16","182600","3900","2.18","182000","182900","178500","39373","7117763100","2783256762000","15242370"
"2022/02/15","178700","5200","3.00","175500","180000","175500","48435","8633455900","2723811519000","15242370"
"2022/02/14","173500","1500","0.87","167100","175400","167100","46616","8052855900","2644551195000","15242370"
"2022/02/11","172000","-1000","-0.58","172200","174000","170300","34625","5962930700","2621687640000","15242370"
"2022/02/10","173000","-3200","-1.82","176800","177500","171700","57942","10001432100","2636930010000","15242370"
"2022/02/09","176200","3500","2.03","172700","176300","171000","50369","8733128000","2685705594000","15242370"
"2022/02/08","172700","-5100","-2.87","176000","178700","171800","39464","6888027300","2632357299000","15242370"
"2022/02/07","177800","800","0.45","177100","177900","173000","45275","7944615300","2710093386000","15242370"
"2022/02/04","177000","-5500","-3.01","183400","183400","176500","60575","10773917600","2697899490000","15242370"
"2022/02/03","182500","-900","-0.49","185200","186300","181300","58162","10639246800","2781732525000","15242370"
"2022/01/28","183400","3900","2.17","179500","184900","178000","64187","11709100100","2795450658000","15242370"
"2022/01/27","179500","-1600","-0.88","181000","182900","178000","35612","6408469900","2736005415000","15242370"
"2022/01/26","181100","-5200","-2.79","188200","188200","180800","37476","6820864000","2760393207000","15242370"
"2022/01/25","186300","6000","3.33","180000","192000","177800","69910","12775537266","2839653531000","15242370"
"2022/01/24","180300","-5300","-2.86","185600","186000","180100","46929","8513854600","2748199311000","15242370"
"2022/01/21","185600","-6200","-3.23","187100","191300","183100","45677","8469562900","2828983872000","15242370"
"2022/01/20","191800","1300","0.68","191000","192000","188700","25502","4861679000","2923486566000","15242370"
"2022/01/19","190500","-2200","-1.14","193500","194000","187400","38044","7222088600","2903671485000","15242370"
"2022/01/18","192700","1400","0.73","193500","194200","189200","33166","6382751450","2937204699000","15242370"
"2022/01/17","191300","4600","2.46","189300","194500","189200","39582","7575325200","2915865381000","15242370"
"2022/01/14","186700","1900","1.03","185300","188300","185300","50682","9472726700","2845750479000","15242370"
"2022/01/13","184800","-1600","-0.86","187500","188800","184100","31471","5850871600","2816789976000","15242370"
"2022/01/12","186400","1800","0.98","187400","188500","183100","33123","6146225000","2841177768000","15242370"
"2022/01/11","184600","700","0.38","184900","188100","182100","38776","7173792600","2813741502000","15242370"
"2022/01/10","183900","-5400","-2.85","189100","190000","182100","48796","8981366700","2803071843000","15242370"
"2022/01/07","189300","-500","-0.26","191400","191500","189000","35288","6699804900","2885380641000","15242370"
"2022/01/06","189800","-6900","-3.51","191500","194900","187400","58307","11086489200","2893001826000","15242370"
"2022/01/05","196700","500","0.25","195700","196800","192300","46754","9113093600","2998174179000","15242370"
"2022/01/04","196200","-2800","-1.41","199000","200300","194300","32863","6455598900","2990552994000","15242370"
"2022/01/03","199000","700","0.35","198700","201400","196000","26600","5284397900","3033231630000","15242370"
"2021/12/30","198300","1300","0.66","197000","199300","194100","33526","6604857900","3022561971000","15242370"
"2021/12/29","197000","-6000","-2.96","200400","201100","192100","74983","14714803900","3002746890000","15242370"
"2021/12/28","203000","4800","2.42","200200","203000","198000","71730","14391451800","3094201110000","15242370"
"2021/12/27","198200","200","0.10","196600","198200","194600","38815","7629168500","3021037734000","15242370"
"2021/12/24","198000","-200","-0.10","198200","199000","196500","19729","3899274000","3017989260000","15242370"
"2021/12/23","198200","1700","0.87","197100","199600","196200","30035","5948949000","3021037734000","15242370"
"2021/12/22","196500","600","0.31","198900","198900","194300","24161","4726665000","2995125705000","15242370"
"2021/12/21","195900","700","0.36","195200","197000","193900","36758","7194835700","2985980283000","15242370"
"2021/12/20","195200","-2100","-1.06","193900","198100","193600","32727","6394593700","2975310624000","15242370"
"2021/12/17","197300","-3700","-1.84","198000","200400","194700","80764","15905490000","3007319601000","15242370"
"2021/12/16","201000","3600","1.82","198000","202800","198000","31393","6302431700","3063716370000","15242370"
"2021/12/15","197400","-1600","-0.80","197100","200100","196000","40117","7905519050","3008843838000","15242370"
"2021/12/14","199000","-1700","-0.85","199000","200900","197700","23835","4747990100","3033231630000","15242370"
"2021/12/13","200700","0","0.00","202000","202500","200200","28676","5767679400","3059143659000","15242370"
"2021/12/10","200700","-6300","-3.04","204200","206000","199100","47942","9652885500","3059143659000","15242370"
"2021/12/09","207000","1400","0.68","203800","208700","203000","46738","9635662800","3155170590000","15242370"
"2021/12/08","205600","-300","-0.15","208600","212100","203700","32922","6796344700","3133831272000","15242370"
"2021/12/07","205900","900","0.44","202200","208700","202200","35990","7360691800","3138403983000","15242370"
"2021/12/06","205000","-3300","-1.58","206200","210200","201600","37430","7684726800","3124685850000","15242370"
"2021/12/03","208300","3800","1.86","204500","210000","199100","46124","9476848400","3174985671000","15242370"
"2021/12/02","204500","3200","1.59","200400","211300","198600","58810","12164699300","3117064665000","15242370"
"2021/12/01","201300","3300","1.67","198900","202700","191800","40369","8009952100","3068289081000","15242370"
"2021/11/30","198000","-1000","-0.50","199000","207500","196000","57163","11484624100","3017989260000","15242370"
"2021/11/29","199000","200","0.10","192900","201700","191800","41002","8107621200","3033231630000","15242370"
"2021/11/26","198800","1500","0.76","197600","200600","196100","33071","6554512800","3030183156000","15242370"
"2021/11/25","197300","-6400","-3.14","200100","203200","196700","45927","9139733800","3007319601000","15242370"
"2021/11/24","203700","3100","1.55","199200","208000","199000","39168","7970541700","3104870769000","15242370"
"2021/11/23","200600","-9800","-4.66","207200","207800","197700","75498","15232460800","3057619422000","15242370"
"2021/11/22","210400","400","0.19","210400","216100","207700","90084","19044504400","3206994648000","15242370"
"2021/11/19","210000","18700","9.78","193300","212500","191800","189768","39124836000","3200897700000","15242370"
"2021/11/18","191300","5400","2.90","186100","194100","184600","65923","12513095600","2915865381000","15242370"
"2021/11/17","185900","1900","1.03","182200","187500","181400","39996","7430946400","2833556583000","15242370"
"2021/11/16","184000","1900","1.04","182400","185800","180100","35482","6511608300","2804596080000","15242370"
"2021/11/15","182100","4500","2.53","184900","188000","181600","73161","13470686700","2775635577000","15242370"
"2021/11/12","177600","2200","1.25","173000","177900","172100","27367","4826877800","2707044912000","15242370"
"2021/11/11","175400","5400","3.18","170000","175500","168200","31185","5387924600","2673511698000","15242370"
"2021/11/10","170000","-5700","-3.24","173600","175600","169100","37423","6389806400","2591202900000","15242370"
"2021/11/09","175700","-300","-0.17","175200","177500","174000","14531","2548929400","2678084409000","15242370"
"2021/11/08","176000","-2400","-1.35","178300","179000","174000","22249","3897965500","2682657120000","15242370"
"2021/11/05","178400","-700","-0.39","179500","181300","177800","21195","3807806300","2719238808000","15242370"
"2021/11/04","179100","700","0.39","181400","182900","179000","21073","3800727600","2729908467000","15242370"
"2021/11/03","178400","-2400","-1.33","181100","182000","177000","42837","7678843300","2719238808000","15242370"
"2021/11/02","180800","-1100","-0.60","179900","185300","179500","39588","7186976800","2755820496000","15242370"
"2021/11/01","181900","10700","6.25","173800","182400","171700","71324","12812536200","2772587103000","15242370"
"2021/10/29","171200","-4800","-2.73","174800","176500","169400","74346","12747444800","2609493744000","15242370"
"2021/10/28","176000","5100","2.98","171500","177400","169000","63494","11104230804","2682657120000","15242370"
"2021/10/27","170900","-1800","-1.04","172000","172700","170400","26982","4614705900","2604921033000","15242370"
"2021/10/26","172700","2100","1.23","170900","173000","170800","27261","4683884140","2632357299000","15242370"
"2021/10/25","170600","0","0.00","170100","170900","168600","23709","4028665500","2600348322000","15242370"
"2021/10/22","170600","-1300","-0.76","172900","173000","165600","17287","2945789200","2600348322000","15242370"
"2021/10/21","171900","100","0.06","171800","173000","170000","33632","5765336900","2620163403000","15242370"
"2021/10/20","171800","-1600","-0.92","173600","174400","171000","25441","4381843536","2618639166000","15242370"
"2021/10/19","173400","-400","-0.23","174000","174500","172000","18124","3144690600","2643026958000","15242370"
"2021/10/18","173800","1500","0.87","170100","174200","170100","19904","3439983600","2649123906000","15242370"
"2021/10/15","172300","800","0.47","174000","177300","171800","43721","7601464100","2626260351000","15242370"
"2021/10/14","171500","2500","1.48","169100","172600","168200","29431","5033242500","2614066455000","15242370"
"2021/10/13","169000","-1000","-0.59","170000","170300","166000","37439","6313489600","2575960530000","15242370"
"2021/10/12","170000","4500","2.72","165300","171400","164900","80656","13651279410","2591202900000","15242370"
"2021/10/08","165500","-5200","-3.05","170800","171400","164600","66022","11005654500","2522612235000","15242370"
"2021/10/07","170700","200","0.12","172200","173700","170000","36628","6265289100","2601872559000","15242370"
"2021/10/06","170500","-6400","-3.62","175200","176800","169800","70370","12058703000","2598824085000","15242370"
"2021/10/05","176900","3400","1.96","170200","176900","169000","56705","9862588200","2696375253000","15242370"
"2021/10/01","173500","-2700","-1.53","174900","175700","171600","29802","5165255500","2644551195000","15242370"
"2021/09/30","176200","-2100","-1.18","178300","178500","174100","42641","7514668800","2685705594000","15242370"
"2021/09/29","178300","-3800","-2.09","178900","180600","175200","65350","11579451000","2717714571000","15242370"
"2021/09/28","182100","-10100","-5.25","188300","195000","182100","64303","11879256300","2775635577000","15242370"
"2021/09/27","192200","3100","1.64","192300","193500","189800","31308","6003253500","2929583514000","15242370"
"2021/09/24","189100","3300","1.78","185900","193700","185900","42960","8168225600","2882332167000","15242370"
"2021/09/23","185800","-6600","-3.43","193900","199500","185200","95335","18001827100","2832032346000","15242370"
"2021/09/17","192400","-10000","-4.94","202200","202300","192400","78729","15364464600","2932631988000","15242370"
"2021/09/16","202400","-6600","-3.16","211000","211100","201800","37910","7733678500","3085055688000","15242370"
"2021/09/15","209000","-3600","-1.69","214100","216700","207200","60572","12756956100","3185655330000","15242370"
"2021/09/14","212600","13500","6.78","205500","213500","201000","121432","25326837300","3240527862000","15242370"
"2021/09/13","199100","8100","4.24","191000","199600","189700","92435","18097794905","3034755867000","15242370"
"2021/09/10","191000","9100","5.00","183000","192600","180400","93532","17692027700","2911292670000","15242370"
"2021/09/09","181900","1700","0.94","180200","181900","177600","57760","10387548200","2772587103000","15242370"
"2021/09/08","180200","-100","-0.06","180000","182000","178700","25552","4606497900","2746675074000","15242370"
"2021/09/07","180300","300","0.17","179900","184600","178700","38679","6987543400","2748199311000","15242370"
"2021/09/06","180000","-3700","-2.01","183700","184000","179600","19649","3554137500","2743626600000","15242370"
"2021/09/03","183700","5900","3.32","177600","186200","177300","57427","10525140400","2800023369000","15242370"
"2021/09/02","177800","-1000","-0.56","177100","179500","176800","18945","3372939900","2710093386000","15242370"
"2021/09/01","178800","600","0.34","178200","179600","176800","22658","4033351200","2725335756000","15242370"
"2021/08/31","178200","1000","0.56","179000","179600","176100","26440","4696967800","2716190334000","15242370"
"2021/08/30","177200","-1800","-1.01","182300","182300","176400","31353","5592419100","2700947964000","15242370"
"2021/08/27","179000","3500","1.99","175600","179400","173400","39558","7031784100","2728384230000","15242370"
"2021/08/26","175500","4400","2.57","172000","175800","171100","35269","6155147500","2675035935000","15242370"
"2021/08/25","171100","-5200","-2.95","178000","178000","170200","39577","6810028300","2607969507000","15242370"
"2021/08/24","176300","800","0.46","177900","179500","175000","37748","6681388300","2687229831000","15242370"
"2021/08/23","175500","2300","1.33","174000","178000","172700","29751","5213691900","2675035935000","15242370"
"2021/08/20","173200","-2400","-1.37","175600","176900","172800","37057","6465104800","2639978484000","15242370"
"2021/08/19","175600","1100","0.63","174000","176800","171400","47554","8302436400","2676560172000","15242370"
"2021/08/18","174500","5500","3.25","170500","176800","169500","51949","9026266500","2659793565000","15242370"
"2021/08/17","169000","-3400","-1.97","172400","172500","168700","40104","6818834300","2575960530000","15242370"
"2021/08/13","172400","300","0.17","172500","172800","167500","47979","8128903900","2627784588000","15242370"
"2021/08/12","172100","-4500","-2.55","176600","176600","171300","56187","9698481400","2623211877000","15242370"
"2021/08/11","176600","-2900","-1.62","177600","179000","175500","28790","5089098100","2691802542000","15242370"
"2021/08/10","179500","-1000","-0.55","180500","182000","177600","21037","3770121000","2736005415000","15242370"
"2021/08/09","180500","300","0.17","180000","180600","177000","19714","3528995600","2751247785000","15242370"
