일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2017/04/20","41600","0","0.00","41850","42200","41450","32757","1363334200","634082592000","15242370"
"2017/04/19","41600","-400","-0.95","42300","42450","41550","14655","610770400","634082592000","15242370"
"2017/04/18","42000","-600","-1.41","43000","43000","41850","24362","1025233750","640179540000","15242370"
"2017/04/17","42600","-50","-0.12","42450","43000","42200","9599","409426700","649324962000","15242370"
"2017/04/14","42650","-600","-1.39","43100","43250","42350","15815","673961350","650087080500","15242370"
"2017/04/13","43250","-150","-0.35","43550","43600","43000","21225","916486200","659232502500","15242370"
"2017/04/12","43400","400","0.93","43050","43400","42850","29540","1272091550","661518858000","15242370"
"2017/04/11","43000","100","0.23","42700","43300","42450","19870","851958900","655421910000","15242370"
"2017/04/10","42900","-400","-0.92","43300","43550","42750","17139","738989650","653897673000","15242370"
"2017/04/07","43300","400","0.93","43050","43600","42550","29446","1271944300","659994621000","15242370"
"2017/04/06","42900","150","0.35","42200","43150","42200","19048","813755800","653897673000","15242370"
"2017/04/05","42750","200","0.47","42800","42950","42100","28266","1203846200","651611317500","15242370"
"2017/04/04","42550","50","0.12","42500","42600","42150","19505","825214550","648562843500","15242370"
"2017/04/03","42500","650","1.55","41650","42500","41450","28660","1205101900","647800725000","15242370"
"2017/03/31","41850","0","0.00","41850","41950","41550","13949","581384800","637893184500","15242370"
"2017/03/30","41850","150","0.36","41850","42100","41600","15463","646193300","637893184500","15242370"
"2017/03/29","41700","-100","-0.24","41550","41850","41450","18977","789001200","635606829000","15242370"
"2017/03/28","41800","300","0.72","41500","41800","41400","31157","1295387000","637131066000","15242370"
"2017/03/27","41500","-50","-0.12","41500","41900","40800","29668","1226190000","632558355000","15242370"
"2017/03/24","41550","-350","-0.84","41800","42100","41500","28652","1194968750","633320473500","15242370"
"2017/03/23","41900","400","0.96","41550","41900","41500","25480","1064145600","638655303000","15242370"
"2017/03/22","41500","-300","-0.72","41350","42000","41350","28728","1195412350","632558355000","15242370"
"2017/03/21","41800","100","0.24","41500","42000","41450","27939","1163365300","637131066000","15242370"
"2017/03/20","41700","-200","-0.48","41900","41900","41300","30944","1283833250","635606829000","15242370"
"2017/03/17","41900","1100","2.70","40800","41900","40450","29654","1223906300","638655303000","15242370"
"2017/03/16","40800","400","0.99","40400","40800","40250","22272","902465850","621888696000","15242370"
"2017/03/15","40400","-400","-0.98","40500","40800","40100","29032","1173047150","615791748000","15242370"
"2017/03/14","40800","50","0.12","40800","40950","40200","30673","1240387950","621888696000","15242370"
"2017/03/13","40750","-250","-0.61","40900","40950","40250","27877","1129872850","621126577500","15242370"
"2017/03/10","41000","500","1.23","40500","41000","39850","23633","950862750","624937170000","15242370"
"2017/03/09","40500","150","0.37","40200","40500","39950","44358","1779808450","617315985000","15242370"
"2017/03/08","40350","-750","-1.82","41100","41150","40250","29195","1184211050","615029629500","15242370"
"2017/03/07","41100","-550","-1.32","41600","41800","40800","25064","1034991950","626461407000","15242370"
"2017/03/06","41650","100","0.24","41550","41850","41150","21844","907357600","634844710500","15242370"
"2017/03/03","41550","-200","-0.48","41350","41850","41150","20794","866313700","633320473500","15242370"
"2017/03/02","41750","150","0.36","41600","41850","41250","18877","786336600","636368947500","15242370"
"2017/02/28","41600","650","1.59","41100","41700","40450","23859","988873850","634082592000","15242370"
"2017/02/27","40950","250","0.61","40700","41100","40150","20135","822633500","624175051500","15242370"
"2017/02/24","40700","650","1.62","40200","40850","39750","23973","970552750","620364459000","15242370"
"2017/02/23","40050","-250","-0.62","40300","40600","39950","13048","525135850","610456918500","15242370"
"2017/02/22","40300","150","0.37","39850","40950","39800","28500","1161487200","614267511000","15242370"
"2017/02/21","40150","-200","-0.50","40350","40600","40100","14259","575105850","611981155500","15242370"
"2017/02/20","40350","500","1.25","39850","40450","39450","17909","718793100","615029629500","15242370"
"2017/02/17","39850","450","1.14","39300","39900","39100","21225","841259850","607408444500","15242370"
"2017/02/16","39400","200","0.51","39200","39600","38900","17078","669925550","600549378000","15242370"
"2017/02/15","39200","500","1.29","38850","39200","38450","15681","610288900","597500904000","15242370"
"2017/02/14","38700","50","0.13","38800","38900","38450","12122","468608850","589879719000","15242370"
"2017/02/13","38650","150","0.39","38550","38650","38300","13638","523598350","589117600500","15242370"
"2017/02/10","38500","-450","-1.16","39000","39000","38450","15966","614926050","586831245000","15242370"
"2017/02/09","38950","450","1.17","38750","39000","38550","12656","491105350","593690311500","15242370"
"2017/02/08","38500","-100","-0.26","38400","38950","38400","13432","520187200","586831245000","15242370"
"2017/02/07","38600","100","0.26","38500","38600","38350","17648","678029200","588355482000","15242370"
"2017/02/06","38500","0","0.00","38650","39300","38400","23010","885214050","586831245000","15242370"
"2017/02/03","38500","-450","-1.16","38550","38850","38250","253555","9921239725","586831245000","15242370"
"2017/02/02","38950","-500","-1.27","39500","39500","38950","22035","865321250","593690311500","15242370"
"2017/02/01","39450","200","0.51","39100","39450","38950","17447","684456500","601311496500","15242370"
"2017/01/31","39250","150","0.38","39050","39400","38800","16059","628428100","598263022500","15242370"
"2017/01/26","39100","250","0.64","39250","39250","38500","19653","765276100","595976667000","15242370"
"2017/01/25","38850","400","1.04","38500","39200","38500","28555","1110545900","592166074500","15242370"
"2017/01/24","38450","650","1.72","38000","39300","38000","31946","1226015800","586069126500","15242370"
"2017/01/23","37800","-50","-0.13","37600","38100","37300","35705","1340898650","576161586000","15242370"
"2017/01/20","37850","-800","-2.07","38550","38800","37800","45864","1745363000","576923704500","15242370"
"2017/01/19","38650","-450","-1.15","39100","39250","38550","37699","1460851700","589117600500","15242370"
"2017/01/18","39100","-200","-0.51","39350","39650","39000","29926","1170863800","595976667000","15242370"
"2017/01/17","39300","-650","-1.63","39900","39950","39300","27423","1083277900","599025141000","15242370"
"2017/01/16","39950","-400","-0.99","40000","40250","39400","41279","1643412500","608932681500","15242370"
"2017/01/13","40350","-650","-1.59","40600","40950","40100","32804","1323130350","615029629500","15242370"
"2017/01/12","41000","-750","-1.80","41750","42050","40650","25909","1062350500","624937170000","15242370"
"2017/01/11","41750","0","0.00","41750","42250","41500","16404","684472700","636368947500","15242370"
"2017/01/10","41750","-750","-1.76","42350","42600","41600","54009","2275620250","636368947500","15242370"
"2017/01/09","42500","50","0.12","42400","42750","42200","18956","806909250","647800725000","15242370"
"2017/01/06","42450","-100","-0.24","42750","42900","42300","28487","1211238200","647038606500","15242370"
"2017/01/05","42550","-150","-0.35","42700","43000","42350","41567","1768500300","648562843500","15242370"
"2017/01/04","42700","-100","-0.23","42900","43000","42650","24799","1060538650","650849199000","15242370"
"2017/01/03","42800","700","1.66","42350","43350","42350","21435","919459900","652373436000","15242370"
"2017/01/02","42100","-1250","-2.88","43350","43350","42100","12551","534742900","641703777000","15242370"
"2016/12/29","43350","150","0.35","43300","43700","43000","16587","718630600","660756739500","15242370"
"2016/12/28","43200","-350","-0.80","43000","43350","42700","24598","1056107200","658470384000","15242370"
"2016/12/27","43550","800","1.87","42850","43550","42850","27311","1181863600","663805213500","15242370"
"2016/12/26","42750","-250","-0.58","42800","43100","42250","15693","668076650","651611317500","15242370"
"2016/12/23","43000","500","1.18","42500","43000","42250","20760","885523150","655421910000","15242370"
"2016/12/22","42500","-550","-1.28","43850","43850","42300","25876","1108684800","647800725000","15242370"
"2016/12/21","43050","-150","-0.35","43200","43900","43050","15213","659649700","656184028500","15242370"
"2016/12/20","43200","-450","-1.03","43700","44000","43150","13868","603216000","658470384000","15242370"
"2016/12/19","43650","650","1.51","43450","43850","43000","16587","723033950","665329450500","15242370"
"2016/12/16","43000","500","1.18","43100","43200","42900","16224","698524950","655421910000","15242370"
"2016/12/15","42500","-250","-0.58","42750","42900","42450","14522","619188550","647800725000","15242370"
"2016/12/14","42750","-450","-1.04","43200","43450","42650","19329","830368250","651611317500","15242370"
"2016/12/13","43200","-200","-0.46","43250","43700","43050","16105","700067350","658470384000","15242370"
"2016/12/12","43400","500","1.17","43050","43550","42750","15873","687360700","661518858000","15242370"
"2016/12/09","42900","200","0.47","42400","43050","42300","12779","545615600","653897673000","15242370"
"2016/12/08","42700","50","0.12","43150","43250","42550","17390","745129000","650849199000","15242370"
"2016/12/07","42650","400","0.95","42150","42700","42100","14631","623085850","650087080500","15242370"
"2016/12/06","42250","100","0.24","42050","42450","42000","9776","413432400","643990132500","15242370"
"2016/12/05","42150","50","0.12","42100","42200","41900","12367","520933850","642465895500","15242370"
"2016/12/02","42100","100","0.24","41950","42300","41650","11506","484280500","641703777000","15242370"
"2016/12/01","42000","50","0.12","41550","42200","41550","11774","494996550","640179540000","15242370"
"2016/11/30","41950","600","1.45","41550","41950","41050","16555","690693900","639417421500","15242370"
"2016/11/29","41350","-100","-0.24","41450","41750","41150","13399","553700700","630271999500","15242370"
"2016/11/28","41450","300","0.73","41700","41700","41050","12229","507176950","631796236500","15242370"
"2016/11/25","41150","-150","-0.36","41000","41700","41000","13823","570140450","627223525500","15242370"
"2016/11/24","41300","350","0.85","41200","41350","40550","28752","1176601000","629509881000","15242370"
"2016/11/23","40950","-1150","-2.73","41550","41900","40850","28552","1174891550","624175051500","15242370"
"2016/11/22","42100","1100","2.68","41000","42100","40600","28573","1175853500","641703777000","15242370"
"2016/11/21","41000","-250","-0.61","41200","41300","40500","20790","846518150","624937170000","15242370"
"2016/11/18","41250","150","0.36","41200","41350","40650","18981","777074350","628747762500","15242370"
"2016/11/17","41100","-950","-2.26","42050","42050","41100","21951","908632250","626461407000","15242370"
"2016/11/16","42050","100","0.24","41500","42200","41500","17267","724036600","640941658500","15242370"
"2016/11/15","41950","450","1.08","41550","42050","40650","28527","1172663000","639417421500","15242370"
"2016/11/14","41500","-50","-0.12","41300","42000","40350","23494","966900950","632558355000","15242370"
"2016/11/11","41550","-1350","-3.15","42900","42900","41550","26769","1125149500","633320473500","15242370"
"2016/11/10","42900","350","0.82","42750","43400","42100","37981","1616443700","653897673000","15242370"
"2016/11/09","42550","-900","-2.07","43450","43950","42400","45729","1968085100","648562843500","15242370"
"2016/11/08","43450","300","0.70","42900","43450","42600","13025","560664850","662280976500","15242370"
"2016/11/07","43150","450","1.05","42850","43150","42250","15891","680914950","657708265500","15242370"
"2016/11/04","42700","100","0.23","42200","42750","41850","18074","769113700","650849199000","15242370"
"2016/11/03","42600","150","0.35","42350","42600","41950","18612","786113850","649324962000","15242370"
"2016/11/02","42450","-200","-0.47","42700","42700","41750","26175","1103750800","647038606500","15242370"
"2016/11/01","42650","-350","-0.81","42750","43050","42550","13509","577409950","650087080500","15242370"
"2016/10/31","43000","-50","-0.12","43000","43150","42500","16828","720427750","655421910000","15242370"
"2016/10/28","43050","0","0.00","43050","43300","42500","11679","502516700","656184028500","15242370"
"2016/10/27","43050","550","1.29","42100","43100","42100","18552","792401600","656184028500","15242370"
"2016/10/26","42500","550","1.31","42250","42500","41450","18793","788452300","647800725000","15242370"
"2016/10/25","41950","-800","-1.87","42300","42700","41900","22322","940766950","639417421500","15242370"
"2016/10/24","42750","-750","-1.72","42850","43150","42000","28238","1196632600","651611317500","15242370"
"2016/10/21","43500","750","1.75","42200","43500","41750","48181","2046614800","663043095000","15242370"
"2016/10/20","42750","-550","-1.27","42800","43400","42250","30127","1281853300","651611317500","15242370"
"2016/10/19","43300","300","0.70","43750","43750","42750","14930","646416050","659994621000","15242370"
"2016/10/18","43000","-100","-0.23","43000","43900","42600","24031","1032469400","655421910000","15242370"
"2016/10/17","43100","-300","-0.69","43250","43450","42700","14964","642678850","656946147000","15242370"
"2016/10/14","43400","300","0.70","43550","43550","42850","11130","481047600","661518858000","15242370"
"2016/10/13","43100","-250","-0.58","43600","43600","42550","15263","656636350","656946147000","15242370"
"2016/10/12","43350","-350","-0.80","42650","43700","42250","46390","1987536950","660756739500","15242370"
"2016/10/11","43700","-1100","-2.46","44500","44500","42850","46343","2013162400","666091569000","15242370"
"2016/10/10","44800","-200","-0.44","45050","45300","44400","20923","935457450","682858176000","15242370"
"2016/10/07","45000","400","0.90","44200","45000","43550","40347","1795066850","685906650000","15242370"
"2016/10/06","44600","0","0.00","44800","44950","43950","28402","1262500250","679809702000","15242370"
"2016/10/05","44600","150","0.34","44250","44900","44050","16971","753180800","679809702000","15242370"
"2016/10/04","44450","-450","-1.00","44900","45600","44100","28534","1267638150","677523346500","15242370"
"2016/09/30","44900","-850","-1.86","45500","45850","44800","43298","1946840700","684382413000","15242370"
"2016/09/29","45750","50","0.11","45900","46000","45200","38776","1762864000","697338427500","15242370"
"2016/09/28","45700","100","0.22","45850","46000","45300","26243","1196755500","696576309000","15242370"
"2016/09/27","45600","400","0.88","44900","45600","44700","35462","1597719350","695052072000","15242370"
"2016/09/26","45200","200","0.44","45000","45650","44400","47375","2140283450","688955124000","15242370"
"2016/09/23","45000","550","1.24","44550","45000","43800","46809","2082933800","685906650000","15242370"
"2016/09/22","44450","1050","2.42","43900","44600","43300","47776","2107063100","677523346500","15242370"
"2016/09/21","43400","-100","-0.23","43900","43900","42800","35247","1525534000","661518858000","15242370"
"2016/09/20","43500","300","0.69","42800","44000","42750","67579","2940869350","663043095000","15242370"
"2016/09/19","43200","1500","3.60","41800","43300","41700","61310","2609560500","658470384000","15242370"
"2016/09/13","41700","850","2.08","40850","41700","40800","61911","2550030150","635606829000","15242370"
"2016/09/12","40850","-150","-0.37","40500","41100","40100","36148","1469359650","622650814500","15242370"
"2016/09/09","41000","600","1.49","40400","41100","39850","67342","2740801400","624937170000","15242370"
"2016/09/08","40400","1250","3.19","39200","40400","38050","117460","4601167100","615791748000","15242370"
"2016/09/07","39150","-750","-1.88","40000","40450","39150","88721","3506195050","596738785500","15242370"
"2016/09/06","39900","-600","-1.48","40600","40700","39900","52136","2091546200","608170563000","15242370"
"2016/09/05","40500","-350","-0.86","41000","41050","40450","40187","1633115350","617315985000","15242370"
"2016/09/02","40850","-150","-0.37","41200","41450","40600","42254","1725375350","622650814500","15242370"
"2016/09/01","41000","-250","-0.61","41250","41250","40400","30939","1260042750","624937170000","15242370"
"2016/08/31","41250","0","0.00","41000","41400","40750","29936","1230781350","628747762500","15242370"
"2016/08/30","41250","750","1.85","40600","41550","40500","44481","1827009550","628747762500","15242370"
"2016/08/29","40500","300","0.75","40250","40800","40250","28616","1158953600","617315985000","15242370"
"2016/08/26","40200","-800","-1.95","41100","41100","40150","53454","2156306450","612743274000","15242370"
"2016/08/25","41000","250","0.61","40650","41000","40350","35239","1432424650","624937170000","15242370"
"2016/08/24","40750","-150","-0.37","41000","41000","40200","54062","2193992700","621126577500","15242370"
"2016/08/23","40900","300","0.74","40600","40900","39900","53785","2170187250","623412933000","15242370"
"2016/08/22","40600","0","0.00","41000","41000","40000","23682","956662700","618840222000","15242370"
"2016/08/19","40600","750","1.88","40000","40800","40000","27711","1123265550","618840222000","15242370"
"2016/08/18","39850","-350","-0.87","40100","40300","39850","45693","1828928000","607408444500","15242370"
"2016/08/17","40200","-500","-1.23","41300","41300","39800","44308","1780663900","612743274000","15242370"
"2016/08/16","40700","-200","-0.49","40900","41200","40700","27927","1143457200","620364459000","15242370"
"2016/08/12","40900","900","2.25","39950","41450","39900","41583","1691445000","623412933000","15242370"
"2016/08/11","40000","-950","-2.32","40750","40750","39800","53647","2150165300","609694800000","15242370"
"2016/08/10","40950","-400","-0.97","41500","41750","40600","36215","1479337400","624175051500","15242370"
"2016/08/09","41350","-900","-2.13","42250","42250","41100","30191","1257674200","630271999500","15242370"
"2016/08/08","42250","-300","-0.71","42550","42800","41900","22881","965379050","643990132500","15242370"
"2016/08/05","42550","-50","-0.12","42800","42800","42250","13193","560636100","648562843500","15242370"
"2016/08/04","42600","-150","-0.35","42700","43000","42450","15394","656708750","649324962000","15242370"
"2016/08/03","42750","50","0.12","42800","43250","42350","38914","1664188950","651611317500","15242370"
"2016/08/02","42700","550","1.30","42150","42800","42150","40278","1718086750","650849199000","15242370"
"2016/08/01","42150","100","0.24","41900","42400","41750","31678","1330938600","642465895500","15242370"
"2016/07/29","42050","50","0.12","42250","42300","41750","43024","1812422650","640941658500","15242370"
"2016/07/28","42000","-200","-0.47","42200","42550","41500","16045","673342500","640179540000","15242370"
"2016/07/27","42200","-250","-0.59","42300","42700","41750","17255","728315400","643228014000","15242370"
"2016/07/26","42450","-50","-0.12","42500","42750","42100","17838","759735900","647038606500","15242370"
"2016/07/25","42500","350","0.83","42300","42750","42300","25464","1084415350","647800725000","15242370"
"2016/07/22","42150","150","0.36","42200","42700","41950","28637","1210924350","642465895500","15242370"
"2016/07/21","42000","1200","2.94","40800","42200","40800","78799","3302306700","640179540000","15242370"
"2016/07/20","40800","250","0.62","40550","41100","40550","26404","1079354150","621888696000","15242370"
"2016/07/19","40550","-350","-0.86","40900","40900","40450","31233","1269936200","618078103500","15242370"
"2016/07/18","40900","-400","-0.97","41100","41250","40700","26520","1082786850","623412933000","15242370"
"2016/07/15","41300","-200","-0.48","41500","41750","41000","25533","1050162750","629509881000","15242370"
"2016/07/14","41500","-400","-0.95","42000","42000","41350","31904","1324517750","632558355000","15242370"
"2016/07/13","41900","1000","2.44","41200","42850","41100","45210","1897899000","638655303000","15242370"
"2016/07/12","40900","-50","-0.12","41050","41200","40700","15210","623474150","623412933000","15242370"
"2016/07/11","40950","100","0.24","40900","41450","40700","18352","751006950","624175051500","15242370"
"2016/07/08","40850","-150","-0.37","41150","41600","40750","8665","354483550","622650814500","15242370"
"2016/07/07","41000","200","0.49","40900","41300","40700","18678","765040950","624937170000","15242370"
"2016/07/06","40800","-150","-0.37","40800","41200","40350","23447","954566750","621888696000","15242370"
"2016/07/05","40950","-500","-1.21","41300","41450","40850","24344","997994550","624175051500","15242370"
"2016/07/04","41450","50","0.12","41900","42050","41400","13974","581518650","631796236500","15242370"
"2016/07/01","41400","750","1.85","40650","42050","40650","31599","1314853400","631034118000","15242370"
"2016/06/30","40650","-650","-1.57","41350","41350","40650","13851","568431350","619602340500","15242370"
"2016/06/29","41300","1200","2.99","40900","41300","40300","13610","553986650","629509881000","15242370"
"2016/06/28","40100","150","0.38","39600","40900","39550","15636","632678500","611219037000","15242370"
"2016/06/27","39950","-550","-1.36","40000","40500","39850","14535","582588500","608932681500","15242370"
"2016/06/24","40500","-850","-2.06","41850","41900","39900","28283","1148281850","617315985000","15242370"
"2016/06/23","41350","50","0.12","41100","41750","41100","9465","391320450","630271999500","15242370"
"2016/06/22","41300","-50","-0.12","41700","41800","41100","6891","284422850","629509881000","15242370"
"2016/06/21","41350","150","0.36","41250","41700","41150","10459","432310450","630271999500","15242370"
"2016/06/20","41200","50","0.12","41000","41950","41000","17389","724393950","627985644000","15242370"
"2016/06/17","41150","-450","-1.08","41500","42000","41150","10405","432007050","627223525500","15242370"
"2016/06/16","41600","-150","-0.36","42050","42200","41500","13568","567796400","634082592000","15242370"
"2016/06/15","41750","-100","-0.24","41850","42100","41300","15770","657156450","636368947500","15242370"
"2016/06/14","41850","600","1.45","40950","42150","40950","14321","598131200","637893184500","15242370"
"2016/06/13","41250","-1200","-2.83","42000","42250","41150","15754","654517300","628747762500","15242370"
"2016/06/10","42450","-200","-0.47","42650","42650","42000","22218","937516950","647038606500","15242370"
"2016/06/09","42650","1100","2.65","42450","42650","41550","32220","1361884150","650087080500","15242370"
"2016/06/08","41550","-550","-1.31","42100","42150","41450","16223","675302100","633320473500","15242370"
"2016/06/07","42100","1000","2.43","41200","42300","41200","17547","735312650","641703777000","15242370"
"2016/06/03","41100","100","0.24","41300","41300","40700","9462","387514500","626461407000","15242370"
"2016/06/02","41000","-150","-0.36","41350","41650","40900","20738","851742300","624937170000","15242370"
"2016/06/01","41150","-1300","-3.06","42300","42600","41150","24657","1036983700","627223525500","15242370"
"2016/05/31","42450","1100","2.66","42450","42500","41500","16366","688570150","647038606500","15242370"
"2016/05/30","41350","-300","-0.72","41650","41650","40850","8303","342438950","630271999500","15242370"
"2016/05/27","41650","-650","-1.54","42450","42500","41600","12531","524759400","634844710500","15242370"
"2016/05/26","42300","400","0.95","42250","42500","41700","11613","489292450","644752251000","15242370"
"2016/05/25","41900","850","2.07","41600","42200","41150","18212","757240500","638655303000","15242370"
"2016/05/24","41050","-400","-0.97","41950","41950","40950","8555","352771050","625699288500","15242370"
"2016/05/23","41450","50","0.12","41200","42000","40800","10372","430374250","631796236500","15242370"
"2016/05/20","41400","400","0.98","41350","41700","40800","7640","315749550","631034118000","15242370"
"2016/05/19","41000","-600","-1.44","41650","41900","40200","32630","1333344300","624937170000","15242370"
"2016/05/18","41600","-1000","-2.35","42150","44000","41550","14358","604807850","634082592000","15242370"
"2016/05/17","42600","1150","2.77","41450","44100","41450","35662","1530423150","649324962000","15242370"
"2016/05/16","41450","-450","-1.07","41900","42500","41350","12114","504762650","631796236500","15242370"
"2016/05/13","41900","-500","-1.18","42400","42600","41800","9798","412283150","638655303000","15242370"
"2016/05/12","42400","600","1.44","42200","42800","41600","21355","905751500","646276488000","15242370"
"2016/05/11","41800","-1000","-2.34","42500","43000","41550","29624","1247183100","637131066000","15242370"
"2016/05/10","42800","-350","-0.81","43650","43650","42000","18086","767456850","652373436000","15242370"
"2016/05/09","43150","-1050","-2.38","44400","44400","43100","11961","519467900","657708265500","15242370"
"2016/05/04","44200","250","0.57","43500","44400","42800","25218","1110246200","673712754000","15242370"
"2016/05/03","43950","1300","3.05","44000","44100","42000","39635","1733959500","669902161500","15242370"
"2016/05/02","42650","-200","-0.47","42600","43200","41400","30674","1288550750","650087080500","15242370"
"2016/04/29","42850","450","1.06","42400","43800","42400","23417","1008597250","653135554500","15242370"
"2016/04/28","42400","-450","-1.05","42600","43050","41800","11632","496043250","646276488000","15242370"
"2016/04/27","42850","-1200","-2.72","44300","44550","42850","30054","1308478500","653135554500","15242370"
"2016/04/26","44050","1500","3.53","43200","45500","42650","89174","3956296350","671426398500","15242370"
"2016/04/25","42550","1550","3.78","40600","42900","40600","67367","2865583000","648562843500","15242370"
"2016/04/22","41000","300","0.74","40700","41000","40100","39207","1595831200","624937170000","15242370"
"2016/04/21","40700","2750","7.25","37950","40900","37950","106878","4274606700","620364459000","15242370"
"2016/04/20","37950","200","0.53","37750","38250","37750","14476","549120600","578447941500","15242370"
"2016/04/19","37750","-150","-0.40","38000","38200","37600","17592","664250250","575399467500","15242370"
"2016/04/18","37900","-150","-0.39","38000","38250","37900","7641","290188450","577685823000","15242370"
"2016/04/15","38050","-450","-1.17","38450","38500","38050","12822","488918450","579972178500","15242370"
"2016/04/14","38500","-100","-0.26","39050","39100","38100","13034","501129950","586831245000","15242370"
"2016/04/12","38600","-500","-1.28","39200","39250","38600","15457","600958800","588355482000","15242370"
"2016/04/11","39100","850","2.22","38450","39150","38300","22544","875830200","595976667000","15242370"
"2016/04/08","38250","-200","-0.52","38650","38700","37800","15050","572779400","583020652500","15242370"
"2016/04/07","38450","350","0.92","38100","38750","37850","12231","470250300","586069126500","15242370"
"2016/04/06","38100","-350","-0.91","38500","38600","37800","22897","870739950","580734297000","15242370"
"2016/04/05","38450","-550","-1.41","39100","39100","38300","12152","467201750","586069126500","15242370"
"2016/04/04","39000","400","1.04","39200","39500","38650","11706","457970850","594452430000","15242370"
"2016/04/01","38600","-250","-0.64","39150","39250","38500","7884","305666350","588355482000","15242370"
"2016/03/31","38850","200","0.52","38800","39200","38300","12279","475703600","592166074500","15242370"
"2016/03/30","38650","100","0.26","38750","39400","38550","15217","590979950","589117600500","15242370"
"2016/03/29","38550","-750","-1.91","39200","39200","38500","22081","854640800","587593363500","15242370"
"2016/03/28","39300","-300","-0.76","39350","39650","38600","19579","761847650","599025141000","15242370"
"2016/03/25","39600","800","2.06","38600","39750","38600","17975","710230900","603597852000","15242370"
"2016/03/24","38800","-400","-1.02","38750","39050","38650","23775","921749600","591403956000","15242370"
"2016/03/23","39200","-100","-0.25","39250","39450","39000","14773","578779450","597500904000","15242370"
"2016/03/22","39300","-200","-0.51","39900","39950","38950","20178","791966650","599025141000","15242370"
"2016/03/21","39500","-450","-1.13","39500","40550","39500","17328","689415300","602073615000","15242370"
"2016/03/18","39950","-200","-0.50","40150","40550","39350","25842","1026604350","608932681500","15242370"
"2016/03/17","40150","0","0.00","39750","40600","39750","13147","527305650","611981155500","15242370"
"2016/03/16","40150","50","0.12","39600","40300","39400","15357","610998750","611981155500","15242370"
"2016/03/15","40100","-800","-1.96","41450","41450","40100","16797","676744850","611219037000","15242370"
"2016/03/14","40900","0","0.00","42400","42400","40500","30372","1243312350","623412933000","15242370"
"2016/03/11","40900","-100","-0.24","41750","41900","40350","23610","969505400","623412933000","15242370"
"2016/03/10","41000","1700","4.33","39300","41000","39300","26865","1087908100","624937170000","15242370"
"2016/03/09","39300","-800","-2.00","40250","40400","39100","19397","765925300","599025141000","15242370"
"2016/03/08","40100","-500","-1.23","40650","41100","39550","28311","1142122350","611219037000","15242370"
"2016/03/07","40600","650","1.63","39500","40900","39500","26999","1091133150","618840222000","15242370"
"2016/03/04","39950","150","0.38","39750","40500","39250","35145","1410030900","608932681500","15242370"
"2016/03/03","39800","600","1.53","38600","39900","38300","54151","2115314100","606646326000","15242370"
"2016/03/02","39200","1050","2.75","38500","39500","38400","52765","2060351550","597500904000","15242370"
"2016/02/29","38150","1700","4.66","36250","38150","36250","42462","1587354350","581496415500","15242370"
"2016/02/26","36450","0","0.00","36700","36900","36250","30036","1094962400","555584386500","15242370"
"2016/02/25","36450","-250","-0.68","36800","38100","36300","70388","2602000100","555584386500","15242370"
"2016/02/24","36700","200","0.55","36300","37350","36300","28586","1053701900","559394979000","15242370"
"2016/02/23","36500","-500","-1.35","37200","37350","36500","29642","1089221650","556346505000","15242370"
"2016/02/22","37000","-200","-0.54","37200","37400","36550","23207","857793050","563967690000","15242370"
"2016/02/19","37200","-250","-0.67","37450","37750","37000","29525","1097373300","567016164000","15242370"
"2016/02/18","37450","650","1.77","37100","37900","37000","17993","675217100","570826756500","15242370"
"2016/02/17","36800","-700","-1.87","37450","37700","36800","30559","1131528500","560919216000","15242370"
"2016/02/16","37500","50","0.13","37250","37800","36850","28419","1060643700","571588875000","15242370"
"2016/02/15","37450","-250","-0.66","37750","38350","37100","21809","819401100","570826756500","15242370"
"2016/02/12","37700","-1050","-2.71","38800","38800","37200","39464","1491082100","574637349000","15242370"
"2016/02/11","38750","-700","-1.77","37750","38900","37050","29397","1117046650","590641837500","15242370"
"2016/02/05","39450","600","1.54","38850","39650","38650","14258","559717550","601311496500","15242370"
"2016/02/04","38850","0","0.00","39150","39500","38550","10635","416256000","592166074500","15242370"
"2016/02/03","38850","1300","3.46","37550","39150","37550","27735","1072758550","592166074500","15242370"
"2016/02/02","37550","-750","-1.96","38050","38700","37100","26073","982429250","572350993500","15242370"
"2016/02/01","38300","-400","-1.03","38700","39500","38100","24394","937320150","583782771000","15242370"
"2016/01/29","38700","-350","-0.90","39050","39450","38700","22920","891772750","589879719000","15242370"
"2016/01/28","39050","-550","-1.39","39050","39750","38650","35069","1362954150","595214548500","15242370"
"2016/01/27","39600","-350","-0.88","40000","40600","38850","34409","1357495650","603597852000","15242370"
"2016/01/26","39950","200","0.50","39400","40500","39400","27963","1123940050","608932681500","15242370"
"2016/01/25","39750","-650","-1.61","40400","40900","39650","17143","685215900","605884207500","15242370"
"2016/01/22","40400","600","1.51","39200","40700","39200","20851","831895350","615791748000","15242370"
"2016/01/21","39800","800","2.05","38800","39800","38400","21571","851303450","606646326000","15242370"
"2016/01/20","39000","-350","-0.89","39400","40250","38400","28864","1131347700","594452430000","15242370"
"2016/01/19","39350","250","0.64","38600","39600","38600","26361","1031557300","599787259500","15242370"
"2016/01/18","39100","-900","-2.25","40000","40850","38900","22535","885192000","595976667000","15242370"
"2016/01/15","40000","1550","4.03","38800","41050","38800","44630","1803135800","609694800000","15242370"
